"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"BYD","Boyd Gaming Corporation","6.71","581011740.43","n/a","1993","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/byd",
"BP","BP p.l.c.","42.15","133710509176.95","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/bp",
"BPT","BP Prudhoe Bay Royalty Trust","91.83","1965162000","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/bpt",
"BERY","BPC Acquisition Corp","15","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bery",
"BPZ","BPZ Resources, Inc","2.82","328059285.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bpz",
"BRC","Brady Corporation","29.34","1494731786.58","n/a","1971","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/brc",
"BDN^E","Brandywine Realty Tr","25.9879","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bdn^e",
"BDN","Brandywine Realty Trust","12.31","1765364346.84","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bdn",
"BDN^D","Brandywine Realty Trust","25.42","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bdn^d",
"BRE","BRE Properties, Inc.","47.27","3630315910.25","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bre",
"BRE^D","BRE Properties, Inc.","25.48","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bre^d",
"BRFS","BRF-Brasil Foods S.A.","18.04","15685522695.48","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/brfs",
"BPI","Bridgepoint Education","10.33","546232002.27","n/a","1987","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/bpi",
"BGG","Briggs & Stratton Corporation","19.29","922878835.05","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bgg",
"EAT","Brinker International, Inc.","34.24","2531205353.6","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/eat",
"BCO","Brink&#39;s Company (The)","26","1241182722","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/bco",
"BMY","Bristol-Myers Squibb Company","33.64","56482302636.64","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bmy",
"BMY^","Bristol-Myers Squibb Company","570.1","0","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bmy^",
"BRS","Bristow Group Inc","50.03","1788577102.76","n/a","1997","Transportation","Transportation Services","http://www.nasdaq.com/symbol/brs",
"BR","Broadridge Financial Solutions, Inc.","23.41","2923995804.28","n/a","1988","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/br",
"BKD","Brookdale Senior Living Inc.","24.47","2996942058.98","n/a","2005","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/bkd",
"BAM","Brookfield Asset Management Inc","33.85","21127267122.25","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/bam",
"BOXC","Brookfield Canada Office Properties","28.78","751891717.32","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/boxc",
"INF","Brookfield Global Listed Infrastructure Income Fund","20.1","155880324","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/inf",
"BIP","Brookfield Infrastructure Partners LP","34.78","4991803291.02","n/a","1985","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bip",
"BPO","Brookfield Office Properties Inc.","16.41","8273043539.88","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/bpo",
"BRP","Brookfield Residential Properties Inc.","16.24","1653428942.48","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/brp",
"BRO","Brown & Brown, Inc.","26.97","3864262355.16","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/bro",
"BF/A","Brown Forman Corporation","64.5499","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/bf/a",
"BF/B","Brown Forman Corporation","66.67","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/bf/b",
"BWS","Brown Shoe Company, Inc.","16.05","687991098.45","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/bws",
"BRT","BRT Realty Trust","6.6","92770999.2","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/brt",
"BC","Brunswick Corporation","23.78","2126216955.74","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bc",
"BT","BT Group plc","37.61","30656764822.22","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bt",
"BPL","Buckeye Partners L.P.","47.4","4642112364","n/a","1986","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bpl",
"BKI","Buckeye Technologies, Inc.","32.12","1272731616.64","n/a","1973","Basic Industries","Paper","http://www.nasdaq.com/symbol/bki",
"BKE","Buckle, Inc. (The)","44.69","2142469838.31","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/bke",
"BVN","Buenaventura Mining Company Inc.","37.8","9617919998.4","n/a","1996","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/bvn",
"BBW","Build-A-Bear Workshop, Inc.","4.12","71617601.56","n/a","2004","Consumer Services","Recreational Products/Toys","http://www.nasdaq.com/symbol/bbw",
"BG","Bunge Limited","68.44","9996057720.08","n/a","2001","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bg",
"BKW","Burger King Worldwide Inc.","14.62","5117893369.72","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bkw",
"CJES","C&J Energy Services, Inc.","19.26","1016102843.82","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/cjes",
"BCR","C.R. Bard, Inc.","105.6","8852364681.6","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bcr",
"GYB","CABCO Series 2004-101 Trust","17.6","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gyb",
"PFH","CABCO Series 2004-101 Trust","24.49","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pfh",
"CAB","Cabela&#39;s Inc","55.67","3888931284.86","n/a","1994","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/cab",
"CVC","Cablevision Systems Corporation","16.96","4518134773.76","n/a","1986","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cvc",
"CBT","Cabot Corporation","37.22","2355832939.86","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cbt",
"COG","Cabot Oil & Gas Corporation","44.28","9298297023.48","n/a","1990","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cog",
"CACI","CACI International, Inc.","51.01","1156218471.06","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/caci",
"CAE","CAE Inc","10.75","2781182541.25","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cae",
"CAP","Cai International, Inc.","22.3","430286505.7","n/a","2007","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/cap",
"DVR","Cal Dive International, Inc.","1.3","124907935.1","n/a","2006","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/dvr",
"CCC","Calgon Carbon Corporation","13.96","795171330.12","n/a","1986","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ccc",
"CWT","California Water  Service Group Holding","18.59","779208289.86","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwt",
"CALX","Calix, Inc","6.31","305304320.93","n/a","2010","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/calx",
"ELY","Callaway Golf Company","6.32","411446390.64","n/a","1992","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/ely",
"CPE","Callon Petroleum Company","5.91","233368365.03","n/a","1987","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpe",
"CPN","Calpine Corporation","17.84","8324429564.88","n/a","1996","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cpn",
"CBM","Cambrex Corporation","13.04","386369710.16","n/a","1987","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbm",
"CPT","Camden Property Trust","63.45","5303507398.65","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cpt",
"CCJ","Cameco Corporation","19.47","7697394485.88","n/a","1996","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ccj",
"CIS","Camelot Information Systems","1.66","73712866.06","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/cis",
"CAM","Cameron International Corporation","54.93","13528027414.47","n/a","1993","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/cam",
"CPB","Campbell Soup Company","35.32","11074501938.4","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/cpb",
"CCG","Campus Crest Communities, Inc.","10.57","407578618.65","n/a","1993","Finance","Real Estate","http://www.nasdaq.com/symbol/ccg",
"CCG^A","Campus Crest Communities, Inc.","27","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ccg^a",
"CM","Canadian Imperial Bank of Commerce","78.95","32036780462.35","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/cm",
"CNI","Canadian National Railway Company","90.05","38848190804.7","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/cni",
"CNQ","Canadian Natural Resources Limited","30.83","33765937601.19","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cnq",
"CP","Canadian Pacific Railway Limited","88.88","15351925276.16","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/cp",
"CAJ","Canon, Inc.","31.46","36844923887.2","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/caj",
"CMN","Cantel Medical Corp.","28.45","768106841.35","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cmn",
"COF^P","Capital One Financial Corp","25.07","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof^p",
"COF","Capital One Financial Corporation","59","34278968081","n/a","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/cof",
"COF/WS","Capital One Financial Corporation","21.95","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof/ws",
"COF^B","Capital One Financial Corporation","25.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof^b",
"CSU","Capital Senior Living Corporation","16.13","454398617.12","n/a","1997","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/csu",
"CT","Capital Trust, Inc.","3.8","85557406.6","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ct",
"CSE","CapitalSource Inc","7.81","1757130608.53","n/a","1972","Finance","Major Banks","http://www.nasdaq.com/symbol/cse",
"LSE","Caplease Funding Inc","5.37","358538602.05","n/a","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lse",
"LSE^A","Caplease Funding Inc","25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lse^a",
"LSE^B","Caplease Funding Inc","25.8","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lse^b",
"CMO","Capstead Mortgage Corporation","13.06","1288455457.2","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmo",
"CMO^A","Capstead Mortgage Corporation","23.87","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmo^a",
"CMO^B","Capstead Mortgage Corporation","15.63","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmo^b",
"CRR","Carbo Ceramics, Inc.","63.17","1458226766.22","n/a","1987","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/crr",
"CAH","Cardinal Health, Inc.","40.52","13797909177.64","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/cah",
"CFN","CareFusion Corporation","28.61","6349020507.91","n/a","1996","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cfn",
"CSL","Carlisle Companies Incorporated","53.22","3331058214.12","n/a","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/csl",
"KMX","CarMax Inc","29.19","6665540528.22","n/a","1997","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/kmx",
"CCL","Carnival Corporation","37.13","30126714542.21","n/a","1987","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/ccl",
"CUK","Carnival Plc ADS","38.08","30897530023.36","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/cuk",
"CRS","Carpenter Technology Corporation","52.6","2883922081.6","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/crs",
"CSV","Carriage Services, Inc.","9.54","172088034.12","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/csv",
"CRI","Carter&#39;s, Inc.","54.13","3192951370.12","n/a","2003","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/cri",
"CASC","Cascade Corporation","55.04","616195861.76","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/casc",
"CSH","Cash America International, Inc.","38.94","1138707233.4","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/csh",
"CAS","Castle (A.M.) & Co.","12.11","279646348.24","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/cas",
"CAT","Caterpillar, Inc.","85.43","55808744699.28","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cat",
"CATO","Cato Corporation (The)","30.29","886834254.8","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/cato",
"CBZ","CBIZ, Inc.","6.16","307214181.12","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cbz",
"CBL","CBL & Associates Properties, Inc.","21.44","3399573803.84","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cbl",
"CBL^C","CBL & Associates Properties, Inc.","25.15","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbl^c",
"CBL^D","CBL & Associates Properties, Inc.","25.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbl^d",
"CBO","CBO (Listing Market - NYSE - Networks A/E)","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbo",
"IGR","CBRE Clarion Global Real Estate Income Fund","8.91","1038821301.54","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/igr",
"CBG","CBRE Group, Inc.","19.61","6436382139.85","n/a","2004","Finance","Real Estate","http://www.nasdaq.com/symbol/cbg",
"CBS","CBS Corporation","36.49","23354733050.99","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cbs",
"CBS/A","CBS Corporation","36.64","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbs/a",
"CBX","CBX (Listing Market NYSE Networks AE","103.15","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbx",
"CDI","CDI Corporation","17.14","331283428.32","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/cdi",
"CEC","CEC Entertainment, Inc.","29.55","528517145.55","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cec",
"FUN","Cedar Fair, L.P.","34.05","1890367572.15","n/a","1987","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/fun",
"CDR","Cedar Realty Trust, Inc.","5.55","398444739.75","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cdr",
"CDR^A","Cedar Realty Trust, Inc.","25.54","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdr^a",
"CDR^B","Cedar Realty Trust, Inc.","24.37","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdr^b",
"CGI","Celadon Group, Inc.","15.24","347795804.28","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/cgi",
"CE","Celanese Corporation","37.47","5966154455.04","n/a","1984","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ce",
"CLS","Celestica, Inc.","7.17","1342462818.36","n/a","1998","Technology","Electrical Products","http://www.nasdaq.com/symbol/cls",
"CEL","Cellcom Israel, Ltd.","8.79","874442270.73","n/a","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cel",
